"ISO Name";"Capacity Market Zone";"Capacity Commitment Period Start Date";"Capacity Commitment Period End Date";"Capacity Commitment Period Length";"Market";"Capacity Price $/MW-Day";"Awarded MW";"Capacity Market ISO ID";"Capacity Market ID"
"New England ISO";"MAINE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"147.94520547";"3505.360000";"72673";"1324151"
"New England ISO";"MAINE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"118.35616438";"3814.958000";"72673";"1324151"
"New England ISO";"MAINE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"96.98630136";"3896.643000";"72673";"1324151"
"New England ISO";"MAINE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"96.98630136";"4025.158000";"72673";"1324151"
"New England ISO";"MAINE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"105.50136986";"3957.690000";"72673";"1324151"
"New England ISO";"REST OF POOL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"147.94520547";"30571.890000";"72673";"1324152"
"New England ISO";"REST OF POOL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"118.35616438";"33468.244000";"72673";"1324152"
"New England ISO";"REST OF POOL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"96.98630136";"33098.959000";"72673";"1324152"
"New England ISO";"REST OF POOL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"96.98630136";"33475.839000";"72673";"1324152"
"New England ISO";"REST OF POOL";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"ANNUAL";"105.50136986";"32960.371000";"72673";"1324152"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"249.582000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"9.86301369";"151.612000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"85.80821917";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"98.95890410";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"138.73972602";"85.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"145.31506849";"25.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"112.43835616";"25.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"73.31506849";"25.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"114.73972602";"100.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"27.94520547";"170.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"21.04109589";"34.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.32876712";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.32876712";"437.269000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"12.82191780";"128.200000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"158.600000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"4.93150684";"155.700000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"21.36986301";"138.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"18.08219178";"235.400000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"9.86301369";"150.296000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"4.93150684";"166.425000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"1.64383561";"100.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"5.91780821";"120.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"4.27397260";"50.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"1.97260273";"169.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"4.93150684";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"3.28767123";"0.000000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"131.931000";"72669";"851353"
"New York ISO";"HQ";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"5.91780821";"58.780000";"72669";"851353"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"IESO";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"1553214"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"104.87671232";"733.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"58.19178082";"820.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"816.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"9.86301369";"820.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"154.84931506";"410.400000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"98.95890410";"53.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"152.87671232";"415.800000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"156.82191780";"404.800000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"112.43835616";"717.800000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"90.73972602";"738.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"73.31506849";"743.100000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"843.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"57.53424657";"35.000000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"24.65753424";"842.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"60.82191780";"843.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"114.73972602";"843.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"27.94520547";"843.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"21.04109589";"843.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"191.01369863";"354.000000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"81.20547945";"26.200000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"69.69863013";"829.000000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"62.79452054";"816.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"55.23287671";"851.200000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"20.71232876";"865.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"18.41095890";"851.800000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.32876712";"913.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"12.82191780";"1.200000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"913.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"913.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"21.36986301";"913.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"9.86301369";"913.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"4.93150684";"913.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"21.36986301";"895.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"18.08219178";"1.200000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"18.08219178";"904.500000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"4.93150684";"904.500000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"1.64383561";"908.300000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"6.57534246";"890.000000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"4.27397260";"900.900000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"1.97260273";"898.100000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"4.93150684";"3.600000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"3.28767123";"898.100000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"16.43835616";"898.100000";"72669";"851350"
"New York ISO";"LI";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"5.91780821";"898.100000";"72669";"851350"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"STRIP MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
"New York ISO";"NE";"6/1/2015 00:00";"1/5/2016 00:00";"ONE YEAR";"SPOT MONTH";"0.00000000";"0.000000";"72669";"851354"
